FEATURE_ID,FEATURE_NAME,FEATURE_CLASS,STATE_ALPHA,STATE_NUMERIC,COUNTY_NAME,COUNTY_NUMERIC,PRIM_LAT_DEC,PRIM_LONG_DEC,ELEV_IN_M,ELEV_IN_FT,MAP_NAME,DATE_CREATED,DATE_EDITED,DESCRIPTION,HISTORY
1512717,Tekoa Mountain,Summit,WA,53,Spokane,63,47.274343,-117.0843462,1182,3878,Tekoa Mountain,9/10/1979,12/27/2005,,The native variant name is translated as ôNumbered Pointö.
1512748,Underwood,Populated Place,WA,53,Skamania,59,45.7295635,-121.5261843,39,128,Hood River,9/10/1979,,"At the confluence of the White Salmon River with the Columbia River 1.5 miles N of Hood River, Oregon.",
1512783,Waverly,Populated Place,WA,53,Spokane,63,47.342674,-117.2279679,728,2388,Latah,9/10/1979,3/21/2008,,The native variant name is translated as ôIt Has Sugarö.
1512809,Bainbridge Island,Populated Place,WA,53,Kitsap,35,47.6262081,-122.5212448,27,89,Suquamish,9/10/1979,3/21/2008,,City of Winslow changed its name to Bainbridge Island in 1991.
1512830,Quigley Lake,Lake,WA,53,Clark,11,45.8037568,-122.7458295,3,10,Ridgefield,6/1/1992,4/24/2013,Location is approximate.  Hard to determine exact location on Clark County (US-M105/1981) map.,
1512843,Robinson Point Lighthouse,Building,WA,53,King,33,47.38811,-122.37504,5,16,Vashon,6/1/1992,6/20/2011,,"Built 1885, automated 1978. Began as a fog signal. Fog signal was previously in Point Adams, Oregon."
1512848,Solo Slough,Gut,WA,53,Cowlitz,15,46.1745555,-123.0306705,2,7,Coal Creek,6/1/1992,,"1941 Board on Geographic Names (BGN) decision declared Solo Slough a variant of Ditch Number Ten (number 53018916).  The Solo Slough of this present entry is different.  It lies parallel to, and 500 feet west of, said Ditch Number Ten.",
1512851,Tsoo-Yess,Populated Place,WA,53,Clallam,9,48.3046054,-124.6631233,3,10,Makah Bay,6/1/1992,3/14/2014,"Located on the Makah Indian Reservation, along Tsoo-Yess Beach Road between Tsoo-Yess Beach and the Tsoo-Yess River, 1 mi. NE of Anderson Point",The village of Tsoo-Yess is mentioned in the 1855 Treaty of Neah Bay.
1512926,Tucannon Game Reserve (historical),Park,WA,53,Garfield,23,46.2420936,-117.6054636,1504,4934,Stentz Spring,6/1/1992,,"The original source for this feature, which was used by the D.O.T. for the Garfield County map, was a 1948 version of the Umatilla NF map.",
1512954,Ericson View Tracts,Populated Place,WA,53,Skamania,59,45.7265073,-121.6000739,387,1270,Hood River,6/1/1992,,Location is approximate.,
1512955,Erlands Point,Cape,WA,53,Kitsap,35,47.6059277,-122.6865335,2,7,Bremerton West,6/1/1992,11/23/2013,"Located on the W shore of Dyes Inlet, 3 mi. NW of Bremerton; Sec. 4, T24N, R1E, Willamette Meridian",Named for Knute and Marie Erland who bought land on the point for a summer camping place beginning in 1912
1512995,Baird (historical),Populated Place,WA,53,Douglas,17,47.6201435,-119.4697588,727,2385,Park Lake,6/1/1992,,,"Named for James Baird, first postmaster, who owned the land on which the post office was located."
1512997,Barry,Locale,WA,53,Douglas,17,48.0312647,-118.9789117,302,991,Belvedere,6/1/1992,11/8/2006,,"Named in honor of A.J. Barry who was postmaster at the time. See ""Description of Washington State Town Names"", DeWitt C. Francis, 1971"
1513061,Bellevue High School,School,WA,53,King,33,47.6046675,-122.1972342,58,190,Mercer Island,9/10/1979,12/15/2014,"10416 Southeast Wolverine Way, Bellevue, WA  98004",
1513107,Edmonds - Woodway High School,School,WA,53,Snohomish,61,47.8055475,-122.3369238,127,417,Edmonds East,9/10/1979,9/15/2010,"7600 212th Street Southwest, Edmonds, WA  98026",
1513134,Interlake High School,School,WA,53,King,33,47.6293841,-122.1232917,129,423,Redmond,9/10/1979,12/15/2014,"16245 Northeast 24th Street, Bellevue, WA  98008",
1513141,Kamiak Butte County Park,Park,WA,53,Whitman,75,46.8654447,-117.1635063,960,3150,Albion,9/10/1979,10/19/2010,,"The variant name Kamiak Butte State Park was collected during the initial data compilation (Phase I) from the 1:24,000 scale topographic maps of the U.S. Geological Survey."
1513142,Lakebay,Populated Place,WA,53,Pierce,53,47.2570403,-122.7584663,13,43,Vaughn,9/10/1979,,At the head of Mayo Cove on the E coast of Key Peninsula 6 mi S of Vaughn and 1 mi S of Home.,
1513173,Lake Holm,Lake,WA,53,King,33,47.3029105,-122.1267357,122,400,Auburn,12/31/1992,6/28/2011,2.4 km (1.5 mi) N of the Green River and 8 km (5 mi) E of Auburn.,
1513182,Palouse River,Stream,WA,53,Franklin,21,46.5898667,-118.2152421,165,541,Starbuck West,9/10/1979,,Incomplete record.,
1513200,Sammamish High School,School,WA,53,King,33,47.60802,-122.1522878,83,272,Mercer Island,9/10/1979,12/15/2014,"100 140th Avenue Southeast, Bellevue, WA  98005",
1513202,Sehome High School,School,WA,53,Whatcom,73,48.7272316,-122.4815516,85,279,Bellingham South,9/10/1979,12/15/2014,"2700 Bill McDonald Parkway, Bellingham, WA  98225",
1513208,Snee-oosh Beach,Beach,WA,53,Skagit,57,48.4020475,-122.5437777,11,36,Anacortes South,9/10/1979,9/27/2012,Located on the Swinomish Indian Reservation,"The variant name sdi?us is from the Lushootseed language and means ""Look the other way""."
1513238,Whatcom Middle School,School,WA,53,Whatcom,73,48.7589699,-122.4803201,23,75,Bellingham North,9/10/1979,12/15/2014,"810 Halleck Street, Bellingham, WA  98225",
1513253,Mount Rainier High School,School,WA,53,King,33,47.3998162,-122.3077376,95,312,Des Moines,8/1/1990,12/15/2014,"22450 19th Avenue South, Des Moines, WA  98198",
1513270,Cold Creek,Stream,WA,53,San Juan,55,48.6551041,-122.8529604,111,364,Mount Constitution,7/1/1992,,"On Orcas Island, heads at Cold Spring, flows S to Cascade Lake, 1.1 m (0.7 mi) NE of Rosario.",
1513339,Juniper Forest Survival Training Site (historical),Area,WA,53,Franklin,21,46.366526,-118.8677778,272,892,Levey,9/10/1979,,"Training Site no longer exists.  The land is now included (in part) in the ""Juniper Dunes Wilderness"" (see that record for more informatio",
1513492,White Lakes,Lake,WA,53,Okanogan,47,48.1772498,-119.5420153,710,2329,White Lakes,9/10/1979,7/30/2013,An area consisting of two lakes.,
1513494,Mill Creek Lake,Reservoir,WA,53,Walla Walla,71,46.0655631,-118.2605927,365,1197,Walla Walla,7/1/1990,8/1/2013,,Formed by the damming of Mill Creek.
1513514,Evergreen Plaza,Locale,WA,53,Clark,11,45.6681729,-122.5514845,65,213,Orchards,10/1/1992,,A shopping center,
1513516,East Meridian Square,Locale,WA,53,Pierce,53,47.1492674,-122.2909522,138,453,Puyallup,10/1/1992,,A shopping center,
1513520,Harbor Plaza,Locale,WA,53,Pierce,53,47.3273196,-122.5804071,24,79,Gig Harbor,10/1/1992,,A shopping center,
1513526,Orchard Plaza,Locale,WA,53,Clark,11,45.6778951,-122.5528736,69,226,Orchards,10/1/1992,,A shopping center,
1513527,Olympic Village Shopping Center,Locale,WA,53,Pierce,53,47.3087086,-122.5767954,98,322,Gig Harbor,10/1/1992,,A shopping center,
1513529,Point Fasdick Square,Locale,WA,53,Pierce,53,47.3062086,-122.5798509,100,328,Gig Harbor,10/1/1992,,A shopping center,
1513532,Surprise Lake Square,Locale,WA,53,Pierce,53,47.2501005,-122.2934542,110,361,Poverty Bay,10/1/1992,,A shopping center,
1513533,South Tacoma Village Shopping Center,Locale,WA,53,Pierce,53,47.1778764,-122.4842905,86,282,Tacoma South,10/1/1992,,A shopping center,
1513534,The Annex at Southcenter,Locale,WA,53,King,33,47.4614885,-122.2559556,7,23,Des Moines,10/1/1992,,A shopping center,
1513535,Tower Mall,Locale,WA,53,Clark,11,45.6276175,-122.6148183,90,295,Orchards,10/1/1992,,A shopping center,
1513538,Valley Plaza,Locale,WA,53,Pierce,53,47.1934341,-122.2756749,13,43,Puyallup,10/1/1992,,A shopping center,
1513540,Vancouver Plaza,Locale,WA,53,Clark,11,45.6534506,-122.587596,69,226,Orchards,10/1/1992,,A shopping center,
1513541,Vancouver Village Shopping Center,Locale,WA,53,Clark,11,45.6498396,-122.5831513,66,217,Orchards,10/1/1992,,A shopping center,
1513542,Vancouver Mall,Locale,WA,53,Clark,11,45.6559506,-122.5892628,71,233,Orchards,10/1/1992,,A shopping center,
1513543,Vancouver Square,Locale,WA,53,Clark,11,45.6587284,-122.5887072,77,253,Orchards,10/1/1992,,A shopping center,
1513544,Woodgate Center,Locale,WA,53,King,33,47.7542651,-122.154847,21,69,Bothell,10/1/1992,,A shopping center,
1513545,Woodinville Center,Locale,WA,53,King,33,47.7548208,-122.1520692,25,82,Bothell,10/1/1992,,A shopping center,
1513546,Westwood Village Shopping Center,Locale,WA,53,King,33,47.5228764,-122.3656819,85,279,Seattle South,10/1/1992,,A shopping center,
1513547,Willows Center,Locale,WA,53,Pierce,53,47.1553786,-122.2898412,131,430,Puyallup,10/1/1992,,A shopping center,
1513548,Sunridge Village Shopping Center,Locale,WA,53,Pierce,53,47.1687125,-122.1737273,163,535,Sumner,10/1/1992,,A shopping center,
1513549,Bridgeport Mall,Locale,WA,53,Pierce,53,47.1556539,-122.5037351,83,272,Steilacoom,10/1/1992,,A shopping center,
1513550,Vashon Shopping Center,Locale,WA,53,King,33,47.4448205,-122.4634613,117,384,Vashon,10/1/1992,,A shopping center,
1513558,Cascade Plaza,Locale,WA,53,Pierce,53,47.2225988,-122.4731796,101,331,Tacoma South,10/1/1992,,A shopping center,
1513562,Fife Square,Locale,WA,53,Pierce,53,47.2370443,-122.3581774,6,20,Puyallup,10/1/1992,,A shopping center,
1513564,Fred Meyer Shopping Center,Locale,WA,53,Pierce,53,47.243988,-122.4517906,114,374,Tacoma South,10/1/1992,,A shopping center,
1513565,Fred Meyer Shopping Center,Locale,WA,53,Pierce,53,47.192877,-122.4348451,121,397,Tacoma South,10/1/1992,,A shopping center,
1513566,Green Firs Village Shopping Center,Locale,WA,53,Pierce,53,47.222876,-122.5376258,120,394,Steilacoom,10/1/1992,,A shopping center,
1513569,Ben Nevis,Summit,WA,53,San Juan,55,48.5806567,-122.9740699,91,299,Shaw Island,12/31/1992,,"The highest point on Shaw Island, 2.9 km (1.8 mi) SW of Orcas.","Ben in the Gaelic language means ""mountain peak or summit""."
1513570,Giffin Rocks,Bar,WA,53,San Juan,55,48.677882,-122.8840727,0,0,Eastsound,12/31/1992,12/5/2008,"In East Sound, 2.4 km (1.5 mi) southeast of the community of Eastsound.",Reportedly named for William R Giffin who owned land in the area.
1513571,Guthrie Cove,Bay,WA,53,San Juan,55,48.591769,-122.8837918,0,0,Shaw Island,12/31/1992,,"on S side of Orcas Island, 4.8 km (3 mi) E of Orcas.",
1513573,Killebrew Lake,Lake,WA,53,San Juan,55,48.605291,-122.9008602,90,295,Shaw Island,12/31/1992,6/28/2011,"on Orcas Island, 3.2 km (2 mi) E of Orcas.",Reportedly named for a former owner.
1513653,Horse Heaven Hills,Ridge,WA,53,Benton,5,46.1331878,-119.8678139,523,1716,Prosser,11/1/1992,,Incomplete record,
1513656,Willapa Hills,Range,WA,53,Pacific,49,46.6664906,-123.5015452,56,184,East of Raymond,11/1/1992,,Mountain range extending from the Columbia River N to the Chehalis River.,
1513664,Southshore Mall,Locale,WA,53,Grays Harbor,27,46.9609268,-123.8068327,5,16,Aberdeen,11/1/1992,,A shopping center,
1513665,Eastgate Plaza,Locale,WA,53,King,33,47.5817664,-122.1406773,107,351,Mercer Island,11/1/1992,,A shopping center,
1513670,Franklin Park Mall,Locale,WA,53,Spokane,63,47.7096135,-117.4107717,630,2067,Spokane NW,11/1/1992,,A shopping center,
1513679,Hawks Prairie Mall,Locale,WA,53,Thurston,67,47.0648185,-122.7665222,66,217,Lacey,11/1/1992,,A shopping center,
1513681,Kitsap Place Mall,Locale,WA,53,Kitsap,35,47.6520386,-122.6943146,13,43,Poulsbo,11/1/1992,,A shopping center,
1513682,Kennewick Plaza,Locale,WA,53,Benton,5,46.2098569,-119.1597348,150,492,Kennewick,11/1/1992,,A shopping center,
1513684,Loehmanns Plaza,Locale,WA,53,King,33,47.5784329,-122.1762334,41,135,Mercer Island,11/1/1992,,A shopping center,
1513697,Manette Plaza,Locale,WA,53,Kitsap,35,47.5953732,-122.6295846,87,285,Bremerton West,11/1/1992,,A shopping center,
1513699,Midtown Plaza,Locale,WA,53,Benton,5,46.2056901,-119.148901,135,443,Kennewick,11/1/1992,,A shopping center,
1513702,Northtown Mall,Locale,WA,53,Spokane,63,47.7026692,-117.408549,628,2060,Spokane NW,11/1/1992,,A shopping center,
1522746,Marsh Creek,Stream,WA,53,Snohomish,61,47.9331572,-121.7962329,185,607,Lake Chaplain,9/10/1979,,"Heads on Blue Mountain, flows SSW to the Sultan River, 8 km (5 mi) N of Sultan.",
1522852,McCall Mountain,Summit,WA,53,Chelan,7,47.9112331,-120.8106526,1759,5771,Schaefer Lake,9/10/1979,1/29/2015,,"Named for Lieut. J. K. McCall, U.S. Army, who was involved in the Indian Wars in 1858."
1522861,McCay Creek,Stream,WA,53,Okanogan,47,48.5537587,-119.8597945,1038,3405,Conconully West,9/10/1979,,"Heads on the S slope of Mount McCay, flows SE to West Fork Salmon Creek, 3.2 km (2 mi) N of Little Granite Mountain and 8.9 km (5.5 mi) W of Conconully.",
1522886,McDonald Creek,Stream,WA,53,Clallam,9,48.1253703,-123.223236,0,0,Dungeness,12/31/1992,,"Heads on the NE slope of Blue Mountain,17.7 km (11 mi) SW of Sequim, flows N to t he Sequim-Dungeness Valley into the Strait of Juan de Fuca, 88 km (5 mi) WSW of Dungeness.",
1522921,Mount Phelps,Summit,WA,53,King,33,47.6881614,-121.5651045,1677,5502,Mount Phelps,12/31/1992,,3.2 km (2 mi) SSW of Red Mountain.,
1522928,McLoughlin Canyon,Valley,WA,53,Okanogan,47,48.6354308,-119.4542228,311,1020,Tonasket,9/10/1979,,Trends SW to the Okanogan River Valley .8 miles NE of Janis Rapids and 5 miles S of Tonasket.,Named for David McLoughlin who led a group of 160 miners through the canyon in 1859 on their way to the British Columbia gold fields.
1522986,Medicine Lake,Lake,WA,53,Okanogan,47,48.557762,-119.5908176,727,2385,Riverside,9/10/1979,6/28/2011,2 miles W of Booher Lake and 7.2 miles E of Conconully.,
1523024,Lake Metam,Lake,WA,53,Snohomish,61,48.137484,-121.3961704,971,3186,White Chuck Mountain,9/10/1979,6/28/2011,1.6 km (1 mi) SW of Mount Pugh.,
1523033,Methow Rapids (historical),Rapids,WA,53,Okanogan,47,48.0434756,-119.8917333,238,781,Pateros,9/10/1979,,Inundated by Lake Pateros,
1523090,Middle Fork South Fork Sultan River,Stream,WA,53,Snohomish,61,47.93566,-121.6048369,538,1765,Mount Stickney,9/10/1979,,"Heads on the E slope of Mount Stickney, flows NNW to join the North Fork South Fork Sultan River to form the South Fork Sultan River, 2.4 km (1.5 mi) NE of Lake Stickney and 11.3 km (7 mi) NE of the community of Gold Bar.",
1523116,Midway Creek,Stream,WA,53,Pierce,53,46.8489935,-122.2487235,366,1201,Elbe,9/10/1979,,Heads 1 mile N of Elbe and flows N to Little Mashel River 1.5 miles SE of Eatonville.,
1523121,Milard Lake,Lake,WA,53,Snohomish,61,48.0665158,-121.9552581,118,387,Granite Falls,9/10/1979,12/31/2011,2.1 km (1.3 mi) SSEof the community of Granite Falls.,
1523255,Minter Creek,Stream,WA,53,Jefferson,31,47.8311881,-124.446038,39,128,Hoh Head,9/10/1979,,Flows NW to Goodman Creek 12.8 km (7.9 mi) SW of Forks.,
1519201,Little Egypt Valley,Valley,WA,53,Mason,45,47.2289821,-123.222099,77,253,Shelton Valley,9/10/1979,,"Extends S from Dayton along North and South Forks Goldsborough Creek, 6.4 miles W of Shelton.",
1519241,Eldorado Glacier,Glacier,WA,53,Skagit,57,48.5262366,-121.1256713,2211,7254,Forbidden Peak,9/10/1979,,"In North Cascades National Park, in the Cascade Range on the SE slope of Eldorado Peak, drains into Roush Creek, SW of Inspiration Glacier.",
1519242,Eldorado Peak,Summit,WA,53,Skagit,57,48.5376255,-121.1342831,2701,8861,Eldorado Peak,9/10/1979,,"In the Cascade Range in North Cascade National Park, at the head of Marble Creek and W of Inspiration Glacier, 27 mi E of Concrete.",
1519243,Eldredge Creek,Stream,WA,53,Snohomish,61,48.0662163,-121.6437317,399,1309,Mallardy Ridge,9/10/1979,,"Heads on Gordon Ridge, flows SSW to the South Fork Stillaguamish River, 5.6 km (3.5 mi) WSW of Silverton.","Named for Alvah Eldredge, who homesteaded near the mouth of the stream in 1895."
1519293,Elk Rock,Summit,WA,53,Cowlitz,15,46.2964977,-122.3464917,1331,4367,Elk Rock,9/10/1979,,"At the S end of an unnamed ridge, 3.2 km (2 mi) N of the North Fork Toutle River and 29 km (18 mi) S of Morton.",
1519299,Elkhorn Creek,Stream,WA,53,Jefferson,31,47.6275812,-124.2740814,42,138,Kalaloch Ridge,12/31/1992,,"Heads in an unnamed swamp, flows WSW to the Clearwater River, 2.4 km (1.5 mi) SW of Skookumchuck Rapids and 7.2 km (4.5 mi) SE of Kalaloch Ridge.",
1519346,Enchantment Peaks,Range,WA,53,Chelan,7,47.4878972,-120.8064764,2551,8369,Enchantment Lakes,9/10/1979,,.4 mi NNW of Talisman Lake and 23 mi WNW of Wenatchee,
1519362,Entiat River,Stream,WA,53,Chelan,7,47.6612409,-120.2245214,216,709,Entiat,9/10/1979,,,"Name derived from the Indian word En-ti-at-kwa, meaning ""rapid water"".  Name selected in 1958 by Chelan County Public Utility District."
1519383,Jims Slough,Stream,WA,53,Skagit,57,48.5220544,-122.0507057,25,82,Lyman,9/10/1979,,Flows W to the Skagit River .5 mile SE of Lyman and 2.7 miles W of Hamilton.,
1519431,Fairholme,Locale,WA,53,Clallam,9,48.0681409,-123.9160354,179,587,Mount Muller,12/31/1992,,,The site of a resort that operated at the west end of Lake Crescent.
1519462,Falls Creek,Stream,WA,53,Pierce,53,47.1248268,-121.800382,440,1444,Cyclone Creek,9/10/1979,,"Flows N to Clearwater River, 16.9 km (10.5 mi) SE of Enumclaw.",
1519481,Fawn Creek,Stream,WA,53,Okanogan,47,48.5595878,-120.350926,605,1985,Rendevous Mountain,12/31/1992,,"Heads at the junction of its East and West Forks, flows SSW to Methow River, 5.6 km (3.5 mi) SE of Mazama.",
1519497,Lake Koeneman,Lake,WA,53,Kitsap,35,47.4096067,-122.7844202,64,210,Belfair,12/31/1992,6/28/2011,4.3 km (2.7 mi) NE of Allyn.,"Named for Armon C. Koeneman (1932-1975), former Distrrict Wildlife Agent for State Department of Game."
1519640,Rock Creek,Stream,WA,53,Mason,45,47.3778691,-123.3059936,122,400,Lightning Peak,12/31/1992,,"Flows ESE to the South Fork Skokommish River, 4 km (2.5 mi) SW of Dennie Ahl Hill and 13.7 km (8.5 mi) SE of Mount Tebo.",
1519653,Floating Island Lava Flow,Lava,WA,53,Skamania,59,46.2334432,-122.2106533,1231,4039,Mount Saint Helens,9/10/1979,,"On the NW slope of Mount Saint Helens, 3 miles SW of Spirit Lake.","The lava flow was covered by volcanic deposits during the May 18, 1980 eruption of Mount Saint Helens."
1519659,Flowing Lake,Lake,WA,53,Snohomish,61,47.9471962,-121.9875904,161,528,Lake Roesiger,9/10/1979,7/29/2012,0.5 km (0.3 mi) NW of Storm Lake and 10 km (6.2 mi) N of Monroe.,
1519682,Forbidden Glacier,Glacier,WA,53,Skagit,57,48.5176269,-121.0623363,2053,6735,Forbidden Peak,9/10/1979,,In North Cascades National Park in the Cascade Range on N slope of Forbidden Peak.,
1519723,Found Lake,Lake,WA,53,Skagit,57,48.4342138,-121.2534427,1227,4026,Snowking Mountain,9/10/1979,6/28/2011,One of four lakes known as Found Lakes.,
1519724,Found Lakes,Lake,WA,53,Skagit,57,48.4301194,-121.2578933,1432,4698,Snowking Mountain,9/10/1979,,An area containing four lakes.,
1519833,Frost Meadows,Flat,WA,53,Kittitas,37,47.0570637,-121.0045261,1469,4819,Quartz Mountain,12/31/1992,,5.4 km (3.4 mi) E of Quartz Mountain and 24.9 km (15.5 mi) SE of Easton.,
1519867,Gale Creek,Stream,WA,53,Pierce,53,47.0895471,-122.0170553,347,1138,Wilkeson,12/31/1992,,"Heads on the N slope of Burnt Mountain, flows NE to Wilkeson Creek, 2.9 km (1.9 mi) SE of Wilkeson.",
1519878,Gallaher Head,Summit,WA,53,Kittitas,37,47.4470613,-120.9853674,1932,6339,Mount Stuart,9/10/1979,1/30/2007,"Located in the Wenatchee Mountains, at the E end of Hawkins Mountain, 24 km (15 mi) N of Roslyn","Named for James M. Gallaher (1834-1909) and his wife Eliza (1835-1901), early residents of the Roslyn area"
1519879,Gallaher Head Lake,Lake,WA,53,Kittitas,37,47.4428446,-120.9781923,1715,5627,Mount Stuart,9/10/1979,6/28/2011,"Located in Wenatchee National Forest, in the Wenatchee Mountains, 24 km (15 mi) N of Roslyn","Named for James M. Gallaher (1834-1909) and his wife Eliza (1835-1901), early residents of the Roslyn area"
1519924,George Peterson Butte,Summit,WA,53,Skagit,57,48.6456708,-121.9020914,1436,4711,Twin Sisters Mountain,9/10/1979,12/1/2008,"Located at the southeast end of Twin Sisters Mountains, 15.3 km (9.5 mi) northeast of Hamilton.","Named for George Peterson (1892-1945), who immigrated to the United States in 1903.  About 1927, he discovered the largest chrome and magnesium deposits in North America."
1519946,Gibson Peak,Summit,WA,53,Grays Harbor,27,47.4789766,-123.7321199,1335,4380,Colonel Bob,12/31/1992,,"Located between Quinault Ridge and Humptulips Ridge, 16.9 km (10.5 mi) NW of Grisdale.",
1519974,Glacier Creek,Stream,WA,53,Snohomish,61,48.1295572,-121.2037163,906,2972,Lime Mountain,9/10/1979,3/28/2013,"Heads at the W base of Kennedy Peak, 0.6 mi NW of Scimitar Glacier and, and flows W to White Chuck River",
1520059,Goat Rocks (historical),Pillar,WA,53,Skamania,59,46.2109436,-122.1903744,1722,5650,Mount Saint Helens,9/10/1979,9/6/2011,,Destroyed by the 1980 Mount Saint Helens eruption.
1520071,Goblin Gates,Gap,WA,53,Clallam,9,47.9562002,-123.574633,203,666,Hurricane Hill,9/10/1979,,"In Olympic National Prk, entrance to Rica Canyon, along the Elwha River, 1.6 km (1 mi) SE of Whiskey Bend and 8.9 km (5.5 mi) ESE of Olympic Hot Springs.",
1520119,Golden Stairway Trail,Trail,WA,53,Okanogan,47,48.5659799,-119.9575772,1950,6398,Old Baldy,9/10/1979,,"Golden Stairway Trail begins 2.5 miles SSE of Mount Baldy at 483412N1195427W and trends W 2.5 miles to a point 1.7 miles S of Mount Baldy, then turns due S and continues S for 4.2 miles.",
1520123,Goldmyer Hot Springs,Spring,WA,53,King,33,47.4853904,-121.3917613,538,1765,Snoqualmie Pass,12/31/1992,,"Along Burntboot Creek, 4.7 km (2.9 mi) NE of Snow Lake and 10.5 km (6.5 mi) N of Keechelus Lake.","Named for William Goldmyer, an early miner in the area."
1520124,Goldsborough Creek,Stream,WA,53,Mason,45,47.2087057,-123.096262,3,10,Shelton,9/10/1979,,Heads at the junction of its North and South Forks and flows E to Oakland Bay at Shelton.  (US-T121),
1520136,Goodman Creek,Stream,WA,53,Jefferson,31,47.8225758,-124.5124281,0,0,Toleak Point,9/10/1979,,"Flows W to the Pacific Ocean, 2.2 km (1.4 mi) SE of Toleak Point and 16.8 km (10.5 mi) SW of Forks.",
1520336,Greens Canyon,Valley,WA,53,Kittitas,37,47.1970643,-120.9281376,597,1959,Cle Elum,9/10/1979,,Trends SE and opens out at N boundary of the town of Cle Elum.,
1520374,Gross Mountain,Summit,WA,53,Klickitat,39,45.9442877,-121.4556344,725,2379,Quigley Butte,9/10/1979,,6.4 km (4 mi) SW of Quigley Butte and 16.9 km (10.5 mi) NE of Husum.,
1520377,Grotto Mountain,Summit,WA,53,King,33,47.763162,-121.4206589,1712,5617,Baring,9/10/1979,,"On Klinger Rige, 4.8 km (3 mi) ESE of Baring.",
1520437,Port Hadlock,Populated Place,WA,53,Jefferson,31,48.0317574,-122.7582219,40,131,Port Townsend South,12/31/1992,3/21/2008,"On the Quimper Peninsula, 9,7 km (6 mi) S of Port Townsend.",
1527351,Tranquil Lake,Lake,WA,53,Chelan,7,47.4810598,-120.8179999,2378,7802,Enchantment Lakes,9/10/1979,6/28/2011,.1 mi N of Isolation Lake and 4 mi E of Mount Stuart,
1527416,Trout Lake Big Tree,Locale,WA,53,Skamania,59,46.0584538,-121.5303599,846,2776,Trout Lake,9/10/1979,,Believed to be the largest ponderosa pine tree in Washington.,
1527504,Twentyfive Mile Creek,Stream,WA,53,Pierce,53,46.9234364,-122.2609472,172,564,Tanwax Lake,9/10/1979,,Flows W to Ohop Creek 4 miles N of Eatonville.,
1527535,Little Twin Lakes,Reservoir,WA,53,Stevens,65,48.5699066,-117.6444158,1135,3724,Park Rapids,9/10/1979,,At the head of Camp Creek 19.3 km (12 mi) ENE of Colville and 21.7 km (13.5 mi) SW of Tiger.,
1527580,Beaver,Populated Place,WA,53,Clallam,9,48.0572994,-124.347435,126,413,Lake Pleasant,9/10/1979,,,"Tyee is a Chinook word meaning ""big, or chief or king.""  Tyee took its name from Tyee Prairie.  Originally, Beaver Camp, which had Beaver PO, was a logging camp located to the east of Tyee and moved west as the logging progressed.  As Tyee continued to grow and Beaver Camp did not, the Post Office moved 2.4 km (1.5 mi) west to Tyee.  In 1957, it was recommended that Tyee be renamed to Beaver."
1527675,Van Stone Mine,Mine,WA,53,Stevens,65,48.7627778,-117.7597222,1114,3655,Onion Creek,9/10/1979,7/14/2010,Zinc mine,
1527692,Veazie,Populated Place,WA,53,King,33,47.2476015,-121.9548331,227,745,Enumclaw,12/31/1992,,5.5 km (3.4 mi) NE of Enumclaw.,
1527719,Viola Creek,Stream,WA,53,Pierce,53,47.0462177,-121.7109329,816,2677,Clear West Peak,9/10/1979,,"Heads SE of Independence Ridge, flows NE between Three Peaks and Clear West Peak to Pinochle Creek, 5.6 km (3.5 mi) NW of Lonesome Lake and 13.4 km (8.3 mi) SSW of Greenwater.",
1527835,Bryant Hill,Summit,WA,53,Skagit,57,48.3039923,-122.1062561,824,2703,Stimson Hill,9/10/1979,8/25/2012,"Located 1.8 km (1.1 mi) W of Stimson Hill, 6.4 km (4 mi) WSW of Lake Cavanaugh, 11 km (7 mi) N of Arlington","Named in association with the small historic community of Bryant, located several miles southwest of the summit. Bryant was named for the Bryant Lumber and Shingle Company that operated in this area from 1892 to 1906."
1527875,Weeden Creek,Stream,WA,53,Snohomish,61,48.0028845,-121.4392775,713,2339,Bedal,9/10/1979,6/1/2011,"Heads in Weeden Lake, flows NNE to the South Fork Sauk River, 1.6 km (1 mi) ESE of Lewis Peak and 11.3 km (7 mi) SSW of Bedal.","Named for Otis N. Weeden, a prospector and settler on the Sauk River."
1527876,Weeden Lake,Lake,WA,53,Snohomish,61,47.9765984,-121.4578914,1312,4304,Monte Cristo,9/10/1979,6/28/2011,"In the Cascade Mountains, 1.1 km (0.7 mi) N of Sheep Gap Mountain and 4.8 km (3 mi) WSW of Monte Cristo.",
1527897,Wenatchee,Populated Place,WA,53,Chelan,7,47.4234599,-120.3103494,204,669,Wenatchee,9/10/1979,5/20/2011,The orginal BGN decision cards attached to this record can be found in the Lake Wenatchee Feature Folders case brief.,
1527909,Wenatchee River,Stream,WA,53,Chelan,7,47.4554041,-120.3245175,188,617,Wenatchee,9/10/1979,5/20/2011,The orginal BGN decision cards attached to this record can be found in the Lake Wenatchee Feature Folders case brief.,
1527943,West Fork Fawn Creek,Stream,WA,53,Okanogan,47,48.5809769,-120.3339815,1010,3314,Rendevous Mountain,12/31/1992,,"Heads on the S slope of Fawn Peak, flows S to join the East Fork to form Fawn Creek, 5.4 km (3.4 mi) E of Mazama.",
